id,probability
1,0.15972518920898438
2,0.12338852882385254
3,0.3737385869026184
4,0.7550002336502075
5,0.8390092849731445
6,0.273406982421875
7,0.7874045521020889
8,0.13300716876983643
9,0.5694118142127991
10,0.40438759326934814
11,0.1336812973022461
12,0.607702761888504
13,0.4138008952140808
14,0.4699263572692871
15,0.3038479685783386
16,0.1036076545715332
17,0.7353785336017609
18,0.45398712158203125
19,0.12705081701278687
20,0.3737385869026184
21,0.1409144401550293
22,0.40547090768814087
23,0.5800015926361084
24,0.5774712860584259
25,0.15318214893341064
26,0.13363605737686157
27,0.6977104246616364
28,0.5356265008449554
29,0.7764631807804108
30,0.24817007780075073
31,0.07025575637817383
32,0.09544813632965088
33,0.07703715562820435
34,0.12801402807235718
35,0.15318214893341064
36,0.36758965253829956
37,0.1518017053604126
38,0.18783247470855713
39,0.1518017053604126
40,0.17274212837219238
41,0.09544813632965088
42,0.24601924419403076
43,0.31171727180480957
44,0.5219365954399109
45,0.5602193772792816
46,0.4098634123802185
47,0.22520381212234497
48,0.18241941928863525
49,0.3352353572845459
50,0.3892192840576172
51,0.286651074886322
52,0.12177377939224243
53,0.5161029994487762
54,0.5511400997638702
55,0.15975970029830933
56,0.5219034254550934
57,0.41699784994125366
58,0.1811516284942627
59,0.18394732475280762
60,0.1065371036529541
61,0.1036076545715332
62,0.09063899517059326
63,0.5026552677154541
64,0.31683385372161865
65,0.18491071462631226
66,0.3613530397415161
67,0.7682652771472931
68,0.3239879608154297
69,0.20039165019989014
70,0.7028924226760864
71,0.14723747968673706
72,0.18491071462631226
73,0.08312427997589111
74,0.3967058062553406
75,0.14014631509780884
76,0.12566500902175903
77,0.6626707315444946
78,0.10546368360519409
79,0.07670444250106812
80,0.09040147066116333
81,0.42839670181274414
82,0.18241941928863525
83,0.7675299346446991
84,0.4790763854980469
85,0.12837886810302734
86,0.307026207447052
87,0.34833890199661255
88,0.6031014621257782
89,0.46579957008361816
90,0.20039165019989014
91,0.12566500902175903
92,0.07703715562820435
93,0.17570871114730835
94,0.24860519170761108
95,0.3895937204360962
96,0.18241941928863525
97,0.09040147066116333
98,0.17274212837219238
99,0.3737385869026184
100,0.12441188097000122
101,0.16839319467544556
102,0.11277705430984497
103,0.753378689289093
104,0.607702761888504
105,0.12801402807235718
106,0.36230891942977905
107,0.5996679961681366
108,0.15857809782028198
109,0.07025575637817383
110,0.9431402683258057
111,0.12135285139083862
112,0.19153785705566406
113,0.09102612733840942
114,0.29513412714004517
115,0.27986788749694824
116,0.12566500902175903
117,0.1065371036529541
118,0.10932517051696777
119,0.1518017053604126
120,0.3434091806411743
121,0.5053569376468658
122,0.23636168241500854
123,0.15697652101516724
124,0.13489335775375366
125,0.607702761888504
126,0.4039512872695923
127,0.3261522650718689
128,0.22718161344528198
129,0.1065371036529541
130,0.3496240973472595
131,0.10434430837631226
132,0.14731824398040771
133,0.36113590002059937
134,0.20221519470214844
135,0.9249334186315536
136,0.15989995002746582
137,0.607702761888504
138,0.3720324635505676
139,0.3242766261100769
140,0.8488754779100418
141,0.11397528648376465
142,0.09442377090454102
143,0.4792358875274658
144,0.83950275182724
145,0.769158273935318
146,0.4559544324874878
147,0.16133958101272583
148,0.3004606366157532
149,0.9052055850625038
150,0.11617064476013184
151,0.17006796598434448
152,0.18241941928863525
153,0.3814358711242676
154,0.5182262361049652
155,0.7481528222560883
156,0.5737179815769196
157,0.5508061647415161
158,0.5045599937438965
159,0.1782652735710144
160,0.11397528648376465
161,0.46754562854766846
162,0.09040147066116333
163,0.28368180990219116
164,0.18241941928863525
165,0.5768172442913055
166,0.18568360805511475
167,0.08312427997589111
168,0.16648495197296143
169,0.1466454267501831
170,0.15318214893341064
171,0.6504569053649902
172,0.11574101448059082
173,0.5154077410697937
174,0.09040147066116333
175,0.19153785705566406
176,0.37486034631729126
177,0.8145331591367722
178,0.5760734379291534
179,0.16887915134429932
180,0.07703715562820435
181,0.22808921337127686
182,0.09544813632965088
183,0.19153785705566406
184,0.40058189630508423
185,0.12436097860336304
186,0.45769572257995605
187,0.4678420424461365
188,0.3220131993293762
189,0.31605762243270874
190,0.43483197689056396
191,0.15953481197357178
192,0.32875728607177734
193,0.12299031019210815
194,0.12801402807235718
195,0.09040147066116333
196,0.12801402807235718
197,0.545719563961029
198,0.13330161571502686
199,0.09544813632965088
200,0.12801402807235718
201,0.8582092672586441
202,0.12566500902175903
203,0.22520381212234497
204,0.12566500902175903
205,0.1806776523590088
206,0.15757286548614502
207,0.8274119794368744
208,0.5168532729148865
209,0.12801402807235718
210,0.5760734379291534
211,0.18241941928863525
212,0.31171727180480957
213,0.9418257549405098
214,0.22520381212234497
215,0.3004606366157532
216,0.26737070083618164
217,0.10546368360519409
218,0.7607805728912354
219,0.10634148120880127
220,0.646494060754776
221,0.2451450228691101
222,0.6157160997390747
223,0.16648495197296143
224,0.1183844804763794
225,0.732332855463028
226,0.354587197303772
227,0.8880034983158112
228,0.07703715562820435
229,0.07025575637817383
230,0.4786844253540039
231,0.19153785705566406
232,0.3613530397415161
233,0.12177377939224243
234,0.36433935165405273
235,0.3004606366157532
236,0.13532841205596924
237,0.1483691930770874
238,0.7607805728912354
239,0.11277705430984497
240,0.11814171075820923
241,0.5056337118148804
242,0.08966124057769775
243,0.12584161758422852
244,0.23633301258087158
245,0.22520381212234497
246,0.3888428807258606
247,0.4015839695930481
248,0.18491071462631226
249,0.4750298857688904
250,0.6768781840801239
251,0.12837886810302734
252,0.5921251773834229
253,0.10438805818557739
254,0.24356484413146973
255,0.18753916025161743
256,0.3036085367202759
257,0.1336812973022461
258,0.6068866550922394
259,0.25008779764175415
260,0.2611658573150635
261,0.18500423431396484
262,0.4844174385070801
263,0.3788667917251587
264,0.5369939208030701
265,0.1336812973022461
266,0.607702761888504
267,0.5056337118148804
268,0.6285868287086487
269,0.12436097860336304
270,0.16751587390899658
271,0.14491009712219238
272,0.2886531949043274
273,0.11617064476013184
274,0.1336812973022461
275,0.12801402807235718
276,0.12566500902175903
277,0.5173141956329346
278,0.14033621549606323
279,0.14686912298202515
280,0.2766452431678772
281,0.2024865746498108
282,0.23000192642211914
283,0.3192240595817566
284,0.14835119247436523
285,0.4465217590332031
286,0.14723747968673706
287,0.5671814978122711
288,0.09917783737182617
289,0.1409144401550293
290,0.25704216957092285
291,0.3578982353210449
292,0.11397528648376465
293,0.1065371036529541
294,0.7438165843486786
295,0.1065371036529541
296,0.13532841205596924
297,0.23226970434188843
298,0.7459084391593933
299,0.15953481197357178
300,0.12177377939224243
301,0.20615804195404053
302,0.9361498132348061
303,0.1518017053604126
304,0.5631837844848633
305,0.10546368360519409
306,0.3768218755722046
307,0.3600359559059143
308,0.1065371036529541
309,0.4319654107093811
310,0.12748080492019653
311,0.12748080492019653
312,0.3895937204360962
313,0.4790763854980469
314,0.1409144401550293
315,0.1518017053604126
316,0.07025575637817383
317,0.19954794645309448
318,0.16133958101272583
319,0.3712799549102783
320,0.26605308055877686
321,0.7438165843486786
322,0.08222025632858276
323,0.09544813632965088
324,0.14491009712219238
325,0.1065371036529541
326,0.7788554280996323
327,0.33139336109161377
328,0.9211637750267982
329,0.7763930410146713
330,0.607702761888504
331,0.1065371036529541
332,0.3601885437965393
333,0.12566500902175903
334,0.9165078848600388
335,0.5474550426006317
336,0.17671793699264526
337,0.1768459677696228
338,0.09040147066116333
339,0.09442377090454102
340,0.5657849311828613
341,0.8644107133150101
342,0.08966124057769775
343,0.1336812973022461
344,0.35700201988220215
345,0.20205694437026978
346,0.7355802357196808
347,0.08312427997589111
348,0.07025575637817383
349,0.4792358875274658
350,0.11690545082092285
351,0.09544813632965088
352,0.4424170255661011
353,0.45742785930633545
354,0.2652549743652344
355,0.08222025632858276
356,0.18241941928863525
357,0.18568360805511475
358,0.10546368360519409
359,0.7126206755638123
360,0.4521898031234741
361,0.7173512578010559
362,0.11235702037811279
363,0.13532841205596924
364,0.11235702037811279
365,0.09766680002212524
366,0.607702761888504
367,0.5921251773834229
368,0.07586437463760376
369,0.23041892051696777
370,0.1218833327293396
371,0.3892192840576172
372,0.6377421319484711
373,0.5029170513153076
374,0.35672885179519653
375,0.11397528648376465
376,0.4466797113418579
377,0.09442377090454102
378,0.5831114649772644
379,0.6432008445262909
380,0.1806776523590088
381,0.6917693018913269
382,0.4907275438308716
383,0.4944067597389221
384,0.209151029586792
385,0.515994668006897
386,0.4816014766693115
387,0.15318214893341064
388,0.14646106958389282
389,0.413749098777771
390,0.6324162781238556
391,0.2689254879951477
392,0.4667552709579468
393,0.1036076545715332
394,0.35700201988220215
395,0.13532841205596924
396,0.12801402807235718
397,0.25704216957092285
398,0.2339000105857849
399,0.13487672805786133
400,0.18241941928863525
401,0.5313301086425781
402,0.7775822281837463
403,0.08877170085906982
404,0.08222025632858276
405,0.16686004400253296
406,0.2024865746498108
407,0.3004606366157532
408,0.20221519470214844
409,0.30289775133132935
410,0.1217849850654602
411,0.7622254490852356
412,0.9039429873228073
413,0.12436097860336304
414,0.6442283093929291
415,0.143629252910614
416,0.5178737044334412
417,0.24579185247421265
418,0.09040147066116333
419,0.7646250128746033
420,0.1065371036529541
421,0.42008328437805176
422,0.12748080492019653
423,0.13487672805786133
424,0.12441188097000122
425,0.07025575637817383
426,0.5123005509376526
427,0.5148462057113647
428,0.4848189353942871
429,0.09040147066116333
430,0.7004675269126892
431,0.3895937204360962
432,0.37959325313568115
433,0.6703420877456665
434,0.5069531202316284
435,0.08312427997589111
436,0.6417820155620575
437,0.607702761888504
438,0.18930721282958984
439,0.08222025632858276
440,0.5680228173732758
441,0.35496747493743896
442,0.5251207649707794
443,0.931261271238327
